doc_name,section_no,page_no,error_code,content_type,severity,is_safety,ref_section,content
R30iA_Maintenance,3.5,60,SRVO-004,TROUBLESHOOTING,MEDIUM,false,,"(4) SRVO-004 Fence open (Explanation) In the automatic operation mode, the safety fence contact connected to EAS1-EAS11 or EAS2-EAS21 of TBOP7 is open. (Action 1) When a safety fence is connected, close the safety fence. (Action 2) Check the cables and switches connected between EAS1 and EAS11 and between EAS2 and EAS21 of the terminal block TBOP7 on the E-stop board. (Action 3) If the safety fence signal is not used, make a connection between EAS1 and EAS11 and between EAS2 and EAS21 of the terminal block TBOP7 on the E-stop board. (Action 4) Check the mode switch. If trouble is found, replace the mode switch. (Action 5) Replace the E-stop board. Before executing the (Action 6), perform a complete controller back-up to save all your programs and settings. (Action 6) Replace the main board. NOTE If the LED (red) on the E-stop unit is lit, a fuse may have blown. Take the same actions described in (3) in Section 3.6. (E-stop board) 2 mode switch 3 mode switch (Mode switch)"
R30iA_Maintenance,3.5,60,SRVO-004,TROUBLESHOOTING,HIGH,false,,Fig. 3.5 (d) SRVO-004 Fence open
R30iA_Maintenance,3.5,60,SRVO-004,SAFETY,HIGH,true,,"WARNING In a system using the safety fence signal, it is very dangerous to disable the signal when a connection is made between EAS1 and EAS11 and between EAS2 and EAS21 of TBOP7. Never make such an attempt. If a temporary connection is needed for operation, separate safety measures must be taken. - 23 -"
R30iA_Maintenance,3.5,61,SRVO-005,TROUBLESHOOTING,MEDIUM,false,,"(5) SRVO-005 Robot overtravel (Explanation) The robot has moved beyond a hardware limit switch on the axes. (Action 1) 1) Select [System OT release] on the overtravel release screen to release each robot axis from the overtravel state. 2) Hold down the shift key, and press the alarm release button to reset the alarm condition. 3) Still hold down the shift key, and jog to bring all axes into the movable range. (Action 2) Replace the limit switch."
R30iA_Maintenance,3.5,61,SRVO-214,TROUBLESHOOTING,MEDIUM,false,,"(Action 3) Check the FS2 fuse on the servo amplifier. If the SRVO-214 fuse blown alarm is also generated, the FS2 fuse has blown. (Action 4) Check the end effector connector. (Action 5) Replace the servo amplifier. (Action 6) Verify the following for connector RMP at the base of the robot: 1) There are no bent or dislocated pins in the male or female connectors. 2) The connector is securely connected. Then verify that connectors CRF8 and CRM68 on the servo amplifier are securely connected. Also, verify that the RMP cable is in good condition, and there are no cuts or kinks visible. If no limit switch is in use, jumper connector must be attached in the mechanical unit. Check for the jumper connector. NOTE It is factory-placed in the overtravel state for packing purposes. If the Overtravel signal is not in use, it may have been disabled by short-circuiting in the mechanical unit."
R30iA_Maintenance,3.5,61,SRVO-006,TROUBLESHOOTING,MEDIUM,false,,"(6) SRVO-006 Hand broken (Explanation) The safety joint (if in use) might have been broken. Alternatively, the HBK signal on the robot connection cable might be a ground fault or a cable disconnection. (Action 1) Hold down the shift key, and press the alarm release button to reset the alarm condition. Still hold down the shift key, and jog the tool to the work area. 1) Replace the safety joint. 2) Check the safety joint cable. (Action 2) Replace the servo amplifier. (Action 3) Verify the following for connector RMP at the base of the robot: 1) There are no bent or dislocated pins in the male or female connectors. 2) The connector is securely connected. Then verify that connector CRF8 on the servo amplifier is securely connected. Also, verify that the RMP cable is in good condition, and there are no cuts or kinks visible. Check the robot connection cable (RMP) for a ground fault or a cable disconnection. NOTE If the Hand broken signal is not in use, it can be disabled by software setting. Refer to Subsection 5.5.3 How to Disable/Enable HBK in Part III, ""CONNECTIONS"" of ""Maintenance Manual"" to disable the Hand broken signal. - 24 -"
R30iA_Maintenance,3.5,62,SRVO-005,TROUBLESHOOTING,MEDIUM,false,,Fig. 3.5 (e) SRVO-005 Robot over-travel
R30iA_Maintenance,3.5,62,SRVO-006,TROUBLESHOOTING,MEDIUM,false,,SRVO-006 Hand broken
R30iA_Maintenance,3.5,62,SRVO-009,TROUBLESHOOTING,MEDIUM,false,,"(7) SRVO-009 Pneumatic pressure abnormal (Explanation) An abnormal air pressure was detected. The input signal is located on the end effector of the robot. Refer to the manual of your robot. (Action 1) If an abnormal air pressure is detected, check the cause. (Action 2) Check the end effector connector. (Action 3) Check the robot connection cable (RMP) for a ground fault or a cable disconnection. If a fault or a disconnection is detected, replace the cable. (Action 4) Replace the servo amplifier. (Action 5) Replace the internal cables of the robot. NOTE Pneumatic pressure alarm input is on the end effector. Please refer to the manual of your robot. Servo amplifier"
R30iA_Maintenance,3.5,62,SRVO-009,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (f) SRVO-009 Pneumatic pressure alarm - 25 -
R30iA_Maintenance,3.5,63,SRVO-014,TROUBLESHOOTING,MEDIUM,false,,"(8) SRVO-014 Fan motor abnormal (Explanation) A fan motor in the controller backplane unit is abnormal. (Action 1) Replace a fan motor in the controller backplane unit. (Action 2) Replace the fan board. Before executing the (Action 3), perform a complete controller back-up to save all your programs and settings. (Action 3) Replace the main board. Fan motor Main board"
R30iA_Maintenance,3.5,63,SRVO-014,TROUBLESHOOTING,MEDIUM,false,,Fig. 3.5 (g) SRVO-014 Fan motor abnormal - 26 -
R30iA_Maintenance,3.5,64,SRVO-015,TROUBLESHOOTING,MEDIUM,false,,"(9) SRVO-015 SYSTEM OVER HEAT (Group: i Axis: j) (Explanation) The temperature in the controller exceeds the specified value. (Action 1) If the ambient temperature is higher than specified (45ºC), cool down the ambient temperature. (Action 2) If the fan motor is not running, check it and its cables. Replace them if necessary. Before executing the (Action 3), perform a complete controller back-up to save all your programs and settings. (Action 3) Replace the main board. (The thermostat on the main board may be faulty.) Heat exchanger Main board Fan unit (Rear side) (In case of ARC Mate 100iC, M-10 iA,ARC Mate 120iC, M-20 iA) Fan Unit"
R30iA_Maintenance,3.5,64,SRVO-015,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (h) SRVO-015 SYSTEM OVER HEAT - 27 -
R30iA_Maintenance,3.5,65,SRVO-018,TROUBLESHOOTING,HIGH,false,,"(10) SRVO-018 Brake abnormal (Explanation) An excessive brake current is detected. The ALM LED on the servo amplifier is lit. (Action 1) Check the cables and motor brakes connected to CRR88 connector on the servo amplifier. If a short-circuit or grounding fault is found, replace the failed part. (Action 2) Check the cables and motor brakes connected to CRR65A, CRR65B connector on the servo amplifier. If a short-circuit or grounding fault is found, replace the failed part. (Action 3) Replace the servo amplifier."
R30iA_Maintenance,3.5,65,SRVO-018,SAFETY,HIGH,true,,"CAUTION This error can be caused by the optional brake release unit if the on/off switch is left in on position while the operator attempts to jog the robot. To recover, turn the brake release unit off and cycle the controller power."
R30iA_Maintenance,3.5,65,SRVO-021,TROUBLESHOOTING,MEDIUM,false,,"(11) SRVO-021 SRDY off (Group: i Axis: j) (Explanation) The HRDY is on and the SRDY is off, although there is no other cause of an alarm. (HRDY is a signal with which the host detects the servo system whether to turn on or off the servo amplifier magnetic contactor. SRDY is a signal with which the servo system informs the host whether the magnetic contactor is turned on.) If the servo amplifier magnetic contactor cannot be turned on when directed so, it is most likely that a servo amplifier alarm has occurred. If a servo amplifier alarm has been detected, the host will not issue this alarm (SRDY off). Therefore, this alarm indicates that the magnetic contactor cannot be turned on for an unknown reason. (Action 1) Make sure that the E-stop board connectors CRMA43, CRMA31 and servo amplifier SRMA43 are securely attached to the servo amplifier. (Action 2) It is possible that an instant disconnection of power source causes this alarm. Check whether an instant disconnection occurred. (Action 3) Replace the E-stop unit. (Action 4) Replace the servo amplifier."
R30iA_Maintenance,3.5,65,SRVO-022,TROUBLESHOOTING,MEDIUM,false,,"(12) SRVO-022 SRDY on (Group: i Axis: j) (Explanation) When the HRDY is about to go on, the SRDY is already on. (HRDY is a signal with which the host directs the servo system whether to turn on or off the servo amplifier magnetic contactor. SRDY is a signal with which the servo system informs the host whether the magnetic contactor is turned on.) (Action 1) Replace the servo amplifier as the alarm message. - 28 -"
R30iA_Maintenance,3.5,66,SRVO-023,TROUBLESHOOTING,MEDIUM,false,,"(13) SRVO-023 Stop error excess (Group: i Axis: j) (Explanation) When the servo is at stop, the position error is abnormally large. Check whether the brake is released through the clack sound of the brake or vibration. In case that the brake is not released. (Action 1) If the brake is not released, check the continuity of the brake line in the robot connection cable and the robot internal cable. (Action 2) If the disconnection is not found, replace the servo amplifier or the servo motor. In case that the brake is released. (Action 1) Check whether the obstacle disturbs the robot motion. (Action 2) Make sure that connectors CNJ1A-CNJ6 are securely attached to the servo amplifier. (Action 3) Check the continuity of the robot connection cable and the internal robot power cable. (Action 4) Check to see if the load is greater than the rating. If greater, reduce it to within the rating. (If the load is too great, the torque required for acceleration / deceleration becomes higher than the capacity of the motor. As a result, the motor becomes unable to follow the command, and an alarm is issued.) (Action 5) Check the input voltage to the controller is within the rated voltage and no phase is lack. In addition, check the setting of the transformer is correct. Check each phase voltage of the CRR38A connector of the three-phase power (200 VAC) input to the servo amplifier. If it is 210 VAC or lower, check the line voltage. (If the voltage input to the servo amplifier becomes low, the torque output also becomes low. As a result, the motor may become unable to follow the command, hence possibly causing an alarm.). (Action 6) Replace the servo amplifier. (Action 7) Replace the motor of the alarm axis. NOTE Incorrect setting of the brake number causes this alarm. E-stop unit Main board Servo amplifier"
R30iA_Maintenance,3.5,66,SRVO-018,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (i) SRVO-018 Brake abnormal
R30iA_Maintenance,3.5,66,SRVO-021,TROUBLESHOOTING,MEDIUM,false,,SRVO-021 SRDY off
R30iA_Maintenance,3.5,66,SRVO-022,TROUBLESHOOTING,MEDIUM,false,,SRVO-022 SRDY on
R30iA_Maintenance,3.5,66,SRVO-023,TROUBLESHOOTING,MEDIUM,false,,SRVO-023 Stop error excess - 29 -
R30iA_Maintenance,3.5,67,SRVO-024,TROUBLESHOOTING,MEDIUM,false,,"(14) SRVO-024 Move error excess (Group: i Axis: j) (Explanation) When the robot is running, its position error is greater than a specified value ($PARAM _ GROUP. $MOVER _ OFFST). It is likely that the robot cannot follow the speed specified by program."
R30iA_Maintenance,3.5,67,SRVO-023,TROUBLESHOOTING,MEDIUM,false,,(Action 1) Take the same actions as SRVO-023.
R30iA_Maintenance,3.5,67,SRVO-027,TROUBLESHOOTING,HIGH,false,,"(15) SRVO-027 Robot not mastered (Group: i) (Explanation) An attempt was made to calibrate the robot, but the necessary adjustment had not been completed. (Action) Check whether the mastering is valid. If the mastering is invalid, master the robot."
R30iA_Maintenance,3.5,67,SRVO-027,SAFETY,HIGH,true,,"WARNING If the position data is incorrect, the robot or additional axis can operate abnormally, set the position data correctly. Otherwise, you could injure personnel or damage equipment."
R30iA_Maintenance,3.5,67,SRVO-030,TROUBLESHOOTING,MEDIUM,false,,"(16) SRVO-030 Brake on hold (Group:i) (Explanation) If the temporary halt alarm function is enabled ($SCR.$BRKHOLD ENB=1),"
R30iA_Maintenance,3.5,67,SRVO-030,TROUBLESHOOTING,MEDIUM,false,,"SRVO-030 is issued when a temporary halt occurs. When this function is not used, disable the setting. (Action) Disable [Servo-off in temporary halt] on the general item setting screen [6 General Setting Items]."
R30iA_Maintenance,3.5,67,SRVO-033,TROUBLESHOOTING,MEDIUM,false,,"(17) SRVO-033 Robot not calibrated (Group: i) (Explanation) An attempt was made to set up a reference point for quick mastering, but the robot had not been calibrated. (Action) Calibrate the robot. 1. Supply power. 2. Set up a quick mastering reference point using [Positioning] on the positioning menu."
R30iA_Maintenance,3.5,67,SRVO-034,TROUBLESHOOTING,MEDIUM,false,,"(18) SRVO-034 Ref pos not set (Group: i) (Explanation) An attempt was made to perform quick mastering, but the reference point had not been set up. (Action) Set up a quick mastering reference point on the positioning menu."
R30iA_Maintenance,3.5,67,SRVO-036,TROUBLESHOOTING,MEDIUM,false,,(19) SRVO-036 Inpos time over (Group: i Axis: j) (Explanation) The robot did not get to the effective area ($PARAM _ GROUP.$ STOPTOL) even after the position check monitoring time ($PARAM _ GROUP. $INPOS _ TIME) elapsed.
R30iA_Maintenance,3.5,67,SRVO-023,TROUBLESHOOTING,MEDIUM,false,,(Action) Take the same actions as for SRVO-023 (large position error at a stop).
R30iA_Maintenance,3.5,67,SRVO-037,TROUBLESHOOTING,MEDIUM,false,,(20) SRVO-037 IMSTP input (Group: i) (Explanation) The *IMSTP signal for a peripheral device interface was input. (Action) Turn on the *IMSTP signal. - 30 -
R30iA_Maintenance,3.5,68,SRVO-038,TROUBLESHOOTING,MEDIUM,false,,"(21) SRVO-038 Pulse mismatch (Group: i Axis: j) (Explanation) The pulse count obtained when power is turned off does not match the pulse count obtained when power is applied. This alarm is asserted after exchange the Pulsecoder or battery for back up of the Pulsecoder data or loading back up data to the Main Board. Check the alarm history. (Action 1) If the brake number is set to the non-brake motors, this alarm may occur. Check the software setting of the brake number. (Action 2) In case the robot has been moved by using the brake release unit while the power is off or when restoring the back-up data to the main board, this alarm may occur. Remaster the robot. (Action 3) If the robot has been moved because the brake failed, this alarm may occur. Check the cause of the brake trouble. Then remaster the robot. (Action 4) Replace the Pulsecoder and master the robot. Main board Axis control card (Main board)"
R30iA_Maintenance,3.5,68,SRVO-038,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (j) SRVO-038 Pulse mismatch - 31 -
R30iA_Maintenance,3.5,69,SRVO-042,TROUBLESHOOTING,MEDIUM,false,,(22) SRVO-042 MCAL alarm (Group: i Axis: j) (Explanation) This alarm means that the contacts of the magnetic contactor have stuck to each other. The alarm condition occurs if the magnetic contactor turns out to be already on when an attempt is made to turn it on. The alarm condition is detected between the time contact sticking occurs and the time an attempt is made to turn on the magnetic contactor. (Action 1) Replace the E-stop unit. (Action 2) Replace the servo amplifier.
R30iA_Maintenance,3.5,69,SRVO-043,TROUBLESHOOTING,MEDIUM,false,,"(23) SRVO-043 DCAL alarm (Group: i Axis: j) (Explanation) The regenerative discharge energy was too high to be dissipated as heat. (To run the robot, the servo amplifier supplies energy to the robot. When going down the vertical axis, the robot operates from the potential energy. If a reduction in the potential energy is higher than the energy needed for acceleration, the servo amplifier receives energy from the motor. A similar phenomenon occurs even when no gravity is applied, for example, at deceleration on a horizontal axis. The energy that the servo amplifier receives from the motor is called the regenerative energy. The servo amplifier dissipates this energy as heat. If the regenerative energy is higher than the energy dissipated as heat, the difference is stored in the servo amplifier, causing an alarm.) (Action 1) This alarm may occur if the axis is subjected to frequent acceleration/deceleration or if the axis is vertical and generates a large amount of regenerative energy. If this alarm has occurred, relax the service conditions. (Action 2) Check fuse FS3 in the servo amplifier. If it has blown, remove the cause, and replace the fuse. One of the probable causes of a blown fuse is a ground fault in the servo amplifier for the auxiliary axis. (Action 3) The ambient temperature is excessively high. Or the regenerative resistor can't be cooled effectively. Check the fan unit, and replace it if it stops. Clean up the fun unit, the regenerative resistor and the louver if they are dirty. (Action 4) Make sure that the phase-to-phase voltages of input power fall within the specified range by measurement. If the voltages are out of the range, inspect the power equipment. When no failure is found, replace the E-stop unit. (Action 5) Make sure that the servo amplifier CRR63A and CRR63B connectors are connected tightly. Then detach the cable from CRR63A and CRR63B connectors on the Servo amplifier, and check for continuity between pins 1 and 2 of the cable-end connector. If there is no continuity between the pins, replace the regenerative resistor. (Action 6) Make sure that the servo amplifier CRR45A and CRR45B are connected tightly, then detach the cables from CRR45A and CRR45B on the servo amplifier and check the resistance between pins 1 and 2 of each cable end connector. If the resistance is not 9-16!, replace the regenerative resistor. CRR45B may not be used depending on the robot model. (Action 7) Replace the servo amplifier. - 32 -"
R30iA_Maintenance,3.5,70,SRVO-042,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (k) SRVO-042 MCAL alarm
R30iA_Maintenance,3.5,70,SRVO-043,TROUBLESHOOTING,MEDIUM,false,,SRVO-043 DCAL alarm - 33 -
R30iA_Maintenance,3.5,71,SRVO-044,TROUBLESHOOTING,MEDIUM,false,,"(24) SRVO-044 HVAL alarm (Group: i Axis: j) (Explanation) The DC voltage (DC link voltage) of the main circuit power supply is abnormally high. (Action 1) Check the three-phase input voltage at the servo amplifier. If it is 230 VAC or higher, check the line voltage. (If the three-phase input voltage is higher than 230 VAC, high acceleration/deceleration can cause in this alarm.) (Action 2) Check that the load weight is within the rating. If it is higher than the rating, reduce it to within the rating. (If the machine load is higher than the rating, the accumulation of regenerative energy might result in the HVAL alarm even when the three-phase input voltage is within the rating.) (Action 3) Check that the CRR63A and CRR63B connectors of the servo amplifier are attached firmly. Next, detach the cables then check the continuity between pins 1 and 2 of the cable-side connectors. If a disconnection is found, replace the regenerative resistor. (Action 4) Replace the servo amplifier. Servo amplifier Regenerative resistor unit Regenerative resistor unit (LR Mate 200iC, M-1iA) (ARC Mate 100iC, M-10iA, ARC Mate 50iC ARC Mate 120iC, M-20iA)"
R30iA_Maintenance,3.5,71,SRVO-044,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (l) SRVO-044 HVAL alarm - 34 -
R30iA_Maintenance,3.5,72,SRVO-045,TROUBLESHOOTING,MEDIUM,false,,"(25) SRVO-045 HCAL alarm (Group: i Axis: j) (Explanation) Abnormally high current flowed in the main circuit of the servo amplifier. (Action 1) Turn off the power, and disconnect the power cable from the servo amplifier indicated by the alarm message. (And disconnect the brake cable (CRR88 on the servo amplifier) to avoid the axis falling unexpectedly.) Supply power and see if the alarm occurs again. If the alarm occurs again, replace the servo amplifier. (Action 2) Turn off the power and disconnect the power cable from the servo amplifier indicated by the alarm message, and check the insulation of their U, V, W and the GND lines each other. If there is a short-circuit, replace the power cable. (Action 3) Turn off the power and disconnect the power cable from the servo amplifier by the alarm message, and measure the resistance between their U and V, V and W and W and U with an ohmmeter that has a very low resistance range. If the resistances at the three places are different from each other, the motor, the power cable is defective. Check each item in detail and replace it if necessary."
R30iA_Maintenance,3.5,72,SRVO-046,TROUBLESHOOTING,MEDIUM,false,,"(26) SRVO-046 OVC alarm (Group: i Axis: j) (Explanation) This alarm is issued to prevent the motor from thermal damage that might occur when the root meant square current calculated within the servo system is out of the allowable range. (Action 1) Check the operating condition for the robot and relax the service condition if possible. If the load or operating condition has exceeded the rating, reduce the load or relax the operating condition to meet the rating. (Action 2) Check whether the voltage input to the controller is within the rated voltage and check whether the voltage set for the transformer of the controller is correct. (Action 3) Check whether the brake of the corresponding axis is released. (Action 4) Check whether there is a factor that has increased the mechanical load on the corresponding axis. (Action 5) Replace the servo amplifier. (Action 6) Replace the motor of the corresponding axis. (Action 7) Replace the E-stop unit (Action 8) Replace the motor power line (robot connection cable) of the corresponding axis. (Action 9) Replace the motor power line and brake line (inside the mechanical section) of the corresponding axis. E-stop unit Servo amplifier"
R30iA_Maintenance,3.5,72,SRVO-045,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (m) SRVO-045 HCAL alarm
R30iA_Maintenance,3.5,72,SRVO-046,TROUBLESHOOTING,MEDIUM,false,,SRVO-046 OVC alarm - 35 -
R30iA_Maintenance,3.5,74,SRVO-047,TROUBLESHOOTING,MEDIUM,false,,"(27) SRVO-047 LVAL alarm (Group: i Axis: j) (Explanation) The control power supply voltage (+5 V, etc.) supplied from the power supply circuit in the servo amplifier is abnormally low. (Action 1) Replace the servo amplifier. (Action 2) Replace the power supply unit."
R30iA_Maintenance,3.5,74,SRVO-050,TROUBLESHOOTING,MEDIUM,false,,"(28) SRVO-050 CLALM alarm (Group: i Axis: j) (Explanation) The disturbance torque estimated by the servo software is abnormally high. (A collision has been detected.) (Action 1) Check whether the robot has collided and check whether there is a factor that has increased the mechanical load on the corresponding axis. (Action 2) Check whether the load settings are valid. (Action 3) Check whether the brake of the corresponding axis s released. (Action 4) If the load weight exceeds the rated range, decrease it to within the limit. (Action 5) Check whether the voltage input to the controller is within the rated voltage and check whether the voltage set for the transformer of the controller is correct. (Action 6) Replace the servo amplifier. (Action 7) Replace the motor of the corresponding axis. (Action 8) Replace the E-stop unit. (Action 9) Replace the motor power line (robot connection cable) of the corresponding axis. (Action 10) Replace the motor power line and brake line (inside the mechanical section) of the corresponding axis."
R30iA_Maintenance,3.5,74,SRVO-051,TROUBLESHOOTING,MEDIUM,false,,(29) SRVO-051 CUER alarm (Group: i Axis: j) (Explanation) The offset of the current feedback value is abnormally high. (Action) Replace the servo amplifier. - 37 -
R30iA_Maintenance,3.5,75,SRVO-047,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (p) SRVO-047 LVAL alarm
R30iA_Maintenance,3.5,75,SRVO-050,TROUBLESHOOTING,MEDIUM,false,,SRVO-050 CLALM alarm
R30iA_Maintenance,3.5,75,SRVO-051,TROUBLESHOOTING,MEDIUM,false,,SRVO-051 CUER alarm
R30iA_Maintenance,3.5,75,SRVO-055,TROUBLESHOOTING,MEDIUM,false,,(30) SRVO-055 FSSB com error 1 (Group: i Axis : j) (Explanation) A communication error has occurred between the main board and servo amplifier. (Action 1) Check the communication cable (optical fiber) between the main board and servo amplifier. Replace it if it is faulty. (Action 2) Replace the axis control card on the main board. (Action 3) Replace the servo amplifier.
R30iA_Maintenance,3.5,75,SRVO-056,TROUBLESHOOTING,MEDIUM,false,,(31) SRVO-056 FSSB COM error 2 (Group: i Axis : j) (Explanation) A communication error has occurred between the main board and servo amplifier. (Action 1) Check the communication cable (optical fiber) between the main board and servo amplifier. Replace it if it is faulty. (Action 2) Replace the axis control card on the main board. (Action 3) Replace the servo amplifier.
R30iA_Maintenance,3.5,75,SRVO-057,TROUBLESHOOTING,MEDIUM,false,,"(32) SRVO-057 FSSB disconnect (Group: i Axis : j) (Explanation) Communication was interrupted between the main board and servo amplifier. (Action 1) Check whether fuses FS1 and FS3 in the servo amplifier have blown. If the fuse has blown, replace the servo amplifier including the fuse. (Action 2) Replace the optical cable between the axis control card and servo amplifier. (Action 3) Replace the axis control card on the main board. (Action 4) Replace the servo amplifier. (Action 5) Check for a point where the robot connection cable or an internal cable running to each Pulsecoder through the robot mechanical section is grounded. Before executing the (Action 6), perform a complete controller back-up to save all your programs and settings. (Action 6) Replace the main board."
R30iA_Maintenance,3.5,75,SRVO-058,TROUBLESHOOTING,MEDIUM,false,,"(33) SRVO-058 FSSB init error (Group: i Axis: j) (Explanation) Communication was interrupted between the main board and servo amplifier. (Action 1) Check whether fuse FS1 on the servo amplifier has blown. If the fuse has blown, replace the servo amplifier including the fuse. (Action 2) Turn off the power and disconnect the CRF8 connector on the servo amplifier."
R30iA_Maintenance,3.5,75,SRVO-068,TROUBLESHOOTING,MEDIUM,false,,Then check whether this alarm occurs again. (Ignore the alarm SRVO-068 because of disconnecting the CRF8 connector.) - 38 -
R30iA_Maintenance,3.5,76,SRVO-055,TROUBLESHOOTING,MEDIUM,false,,Fig.3.5 (q) SRVO-055 FSSB com error 1
R30iA_Maintenance,3.5,76,SRVO-056,TROUBLESHOOTING,MEDIUM,false,,SRVO-056 FSSB com error 2
R30iA_Maintenance,3.5,76,SRVO-057,TROUBLESHOOTING,MEDIUM,false,,SRVO-057 FSSB disconnect
R30iA_Maintenance,3.5,76,SRVO-058,TROUBLESHOOTING,MEDIUM,false,,SRVO-058 FSSB init error - 39 -
